id,label
303064,1
302316,1
302756,2
303441,1
300326,2
303608,1
300806,1
304531,1
300601,1
303021,1
304042,1
303125,3
304801,3
302043,2
304093,3
304237,2
300522,2
301211,3
303501,1
304687,2
301260,2
302032,1
302274,1
302345,2
302162,1
303536,1
303459,3
302809,1
301304,3
300217,1
302225,1
302641,2
304528,2
301033,2
302494,1
303332,3
304968,2
303588,1
300850,1
304480,2
300151,1
303499,1
304079,1
304568,3
303417,2
301861,3
302574,1
301397,1
304390,3
304605,2
303653,1
304069,1
300849,2
302425,1
302603,3
302106,1
302812,1
302121,2
304726,1
302409,1
304773,1
302945,1
303761,1
300308,1
301977,2
304502,1
300703,1
304924,3
300672,3
300383,1
301468,3
302389,3
301262,2
300331,2
300322,1
302490,1
301781,1
304805,1
301991,2
303903,1
302736,1
304318,1
301813,3
304383,2
303860,2
304205,1
302636,2
302523,1
301395,3
301380,1
303954,3
300788,1
301263,1
301363,1
301684,3
302352,1
300798,1
304992,3
303713,1
303011,2
302871,1
303606,3
302407,2
302116,3
302633,2
302328,1
302563,1
304023,3
301286,3
304820,2
300365,1
304879,2
304575,1
300441,2
303909,2
300062,1
301229,1
304011,3
303503,1
301340,1
300999,2
302385,1
300537,2
303807,2
302185,2
304816,3
301998,3
303788,1
300154,3
302343,2
300955,3
300213,2
300413,3
304067,3
300296,3
303203,2
301828,2
303468,2
300859,1
300790,1
303313,2
303057,3
304140,1
301324,1
303253,1
301028,2
300543,1
304255,1
300811,3
304046,3
301609,3
303880,1
301422,3
302522,2
301924,2
303783,3
302898,1
300820,3
302255,3
301123,2
300983,1
300404,1
302528,1
303453,1
300687,1
304646,3
301573,1
301041,2
304003,3
301536,1
300403,1
301057,1
304130,1
302224,1
301403,2
300183,1
302387,2
300225,1
302918,1
303673,1
300088,3
301774,2
302351,1
301228,3
300835,3
304614,1
300049,3
301451,3
303133,3
304788,2
300424,2
304173,1
304375,3
303694,3
301060,2
303312,1
302256,1
304151,1
300763,3
300256,1
303154,3
302497,2
304410,2
302940,1
303173,3
303013,1
300812,2
304221,1
302179,3
302171,1
300544,2
302583,3
303440,3
304840,1
302857,2
302100,3
301012,2
302697,3
300825,3
304122,1
301996,1
300294,1
304250,3
303628,3
300364,1
300580,1
301393,1
301095,1
304044,1
300603,1
300912,1
300021,1
300010,2
303165,3
300528,1
301701,1
300215,1
301279,1
301642,1
303121,1
304201,1
304642,1
304967,2
303129,3
303650,2
304338,3
304066,1
301216,2
303698,2
301019,2
300729,3
303958,3
304275,1
304004,3
304501,1
303008,3
302346,3
302850,1
302201,2
302840,1
300954,1
304249,1
304414,2
300718,3
302221,1
301875,3
300563,1
300737,1
304157,1
302973,1
301091,3
301555,2
302640,1
303277,1
303479,1
300323,3
304935,2
303148,1
304927,2
304451,3
304351,1
300785,2
303618,1
303914,1
304068,3
300414,3
302281,1
302924,3
302214,1
304082,3
302693,1
300508,1
300641,1
300752,3
302981,1
300084,3
301624,1
300778,2
301678,1
301592,2
300736,2
304959,3
301502,1
301758,3
301770,1
302903,1
304797,2
304727,1
302489,1
301827,1
304928,1
300100,3
302446,1
301225,1
303109,1
303236,3
301697,1
301556,1
301135,3
301287,2
302807,2
301318,3
302286,2
302388,3
300136,1
304629,1
303922,1
302275,2
302854,1
302508,1
304700,1
302324,1
301334,1
304010,1
301940,2
304999,1
304353,1
302695,3
303627,3
302824,3
304426,1
302925,3
301048,3
300210,3
300311,1
304061,1
303511,2
302496,3
304279,1
302332,2
302774,1
300004,1
302803,3
303306,3
303176,1
302198,1
303514,3
301440,1
304277,1
303925,2
304195,2
300860,2
302926,1
300559,2
303932,1
301354,3
303117,1
300789,1
303217,1
300884,1
300445,3
301731,1
302080,3
301103,2
301755,3
301932,1
303691,3
300124,1
300963,2
301470,1
303309,2
302284,1
303006,2
301068,1
303385,3
302989,1
303611,1
301433,1
301180,1
301986,1
303243,1
302930,2
303792,1
302910,3
301960,2
304825,1
301490,1
304280,2
302144,2
303234,3
301399,2
303934,1
304182,3
302841,1
304719,1
304558,1
303400,1
303232,2
303940,2
302608,1
302515,1
304756,2
302576,1
302227,1
300270,3
302535,1
302128,1
301186,1
301408,1
301222,1
301772,1
304851,1
303892,1
304496,2
304817,2
301401,2
301888,1
304738,2
300117,3
300498,2
304312,2
303655,3
300560,1
300714,2
300208,1
301141,1
301405,3
300815,1
301182,1
303904,1
301654,1
302873,1
300539,3
304468,1
304897,1
303542,1
304939,3
301582,3
304170,1
301512,3
300940,1
300782,1
304589,1
300314,3
301957,2
303348,1
302754,3
304845,1
303082,2
302944,1
301848,1
304424,2
301689,2
304165,1
303062,1
301514,1
303811,1
303808,1
302806,3
300370,3
304289,1
300107,1
301669,1
301266,2
303418,3
301967,1
303390,1
301350,2
304876,1
304483,2
301929,2
304436,3
302283,1
304686,1
303700,1
302805,2
301116,1
303101,2
303287,1
304644,1
302405,1
300573,2
300373,2
300901,1
301256,1
300339,1
304391,2
304321,1
303753,3
302067,2
302000,1
301010,2
301384,1
302042,2
303685,3
304254,1
303839,2
302234,3
303854,1
303545,1
302029,1
303663,1
302501,3
303487,2
301367,2
304944,1
302717,2
304755,2
300929,3
300064,3
301453,1
303638,3
304362,1
301645,3
302878,1
303252,2
301804,2
304557,1
303237,2
303192,3
301975,3
302073,1
304104,3
300654,3
304525,1
301150,1
300349,1
304981,1
300251,2
300674,1
303286,3
301268,2
303283,1
303110,3
300642,1
302644,3
301221,2
302921,3
303340,2
300541,2
300334,3
300463,2
300846,1
304308,3
303686,3
300359,3
303809,1
304024,1
303546,2
302775,1
304841,2
303134,2
304512,3
301637,3
304878,1
304419,1
300520,2
303931,1
302302,1
301751,1
304492,1
301463,3
302217,2
301681,3
304290,1
304437,1
304789,2
300514,1
300605,1
301994,1
302799,1
300751,3
302776,3
304301,1
304565,1
301476,2
304868,2
304091,1
300941,2
302692,3
304269,1
300516,1
302546,2
300141,1
304422,1
303394,1
302130,1
302482,2
300008,2
300853,3
304972,3
300743,3
301503,2
303660,1
301847,2
302092,1
302542,2
302747,1
300931,1
304294,3
302175,1
301191,1
301862,2
301243,2
304064,1
300348,1
301680,1
302730,1
301015,3
304760,1
302672,1
301753,1
304337,1
300477,1
304495,2
300997,2
301487,1
303715,1
304628,2
303835,1
301098,2
304832,1
303509,1
304964,2
302220,2
301686,3
300888,1
301418,2
301965,1
301046,1
301074,3
303842,3
300352,1
302093,3
302139,3
302053,3
300964,1
302613,2
301963,3
300260,1
300180,2
301743,1
300632,1
300971,2
300068,1
301779,1
300606,1
301165,2
301009,3
303589,2
301634,3
301423,1
303410,1
301836,2
300591,2
303742,1
301102,1
304504,3
302216,3
300357,2
301716,2
302419,3
303071,3
302105,1
300250,1
304877,1
303929,3
301292,3
300902,2
301017,1
303114,3
300439,1
304080,1
302750,1
304546,3
303357,3
302781,3
301846,1
303561,1
301067,3
304191,1
301739,2
300400,1
303648,3
302397,1
304913,1
303411,1
301509,1
300842,2
302949,1
303251,1
301348,2
302384,1
301143,1
300851,3
303741,1
302155,1
301411,1
302069,1
302813,2
301799,1
300011,1
300761,1
304931,3
300609,1
301704,2
300993,2
301065,2
301863,3
301284,1
302306,3
300009,2
302363,3
304893,3
302761,1
303187,3
300694,2
303866,1
301231,3
301855,1
304075,1
301563,1
301657,3
301038,3
302099,1
303762,3
302238,3
300146,1
304039,2
304404,1
302521,1
300305,2
300140,3
302038,3
303530,2
300435,2
303206,1
301567,3
303745,2
301995,2
304197,3
301620,3
303386,3
300908,1
303984,1
304214,3
301232,1
302551,3
302183,1
303431,3
302701,1
301805,2
300711,1
302505,1
300415,1
303639,2
301070,1
300881,2
300739,2
303724,1
301250,3
301322,2
303199,1
300161,3
304793,3
302341,2
303506,1
304921,2
300043,3
302333,2
302882,1
304285,1
302861,1
301985,3
302715,1
300830,3
303369,1
303523,1
303727,3
301288,1
302218,1
303668,1
304469,1
300460,1
301868,1
301528,1
302703,1
303797,1
302612,1
302520,1
301885,3
303003,2
304071,2
303208,1
302376,2
301484,3
300394,1
303728,3
304098,3
304048,2
300429,1
304166,2
304113,1
303451,3
304343,1
303266,3
304137,1
303614,1
302851,2
303366,3
303777,1
301285,1
301540,2
301539,2
301153,3
304054,2
300721,3
303024,1
302480,2
303097,2
301496,3
301045,1
301777,1
300933,3
304818,1
302675,1
300371,3
303076,3
301882,1
304933,2
303274,2
300525,1
301845,1
302085,2
302908,1
302195,1
304732,1
303946,2
303953,1
303756,1
304572,1
304538,3
300377,3
301163,3
302929,3
300207,1
301562,2
300648,3
304955,3
302003,2
304339,2
302355,1
300794,2
302051,2
300913,1
300622,1
304862,1
303445,1
300887,1
304915,2
300740,1
303120,2
300232,2
301247,3
302573,1
304859,1
300819,1
302728,2
301083,2
302829,1
302832,1
304922,2
301549,3
300698,2
300319,1
302207,1
300803,2
303979,1
301844,1
302590,1
303088,1
301566,3
301173,2
301954,3
300378,2
304031,3
300988,2
304630,1
301267,1
304081,3
301910,2
300090,2
303370,2
304159,2
301852,1
301196,1
300707,1
302368,3
302019,2
300534,3
300236,1
303036,1
300462,3
300005,3
304126,1
303215,1
300660,2
303592,1
301120,2
304814,1
300130,1
304198,1
303426,1
303732,2
304637,3
302152,2
302164,1
301595,1
303920,1
300542,3
302867,1
303315,1
300576,1
300862,1
302300,1
304442,1
302749,1
304089,2
300882,2
304420,2
301831,1
301297,1
301538,3
304088,1
300368,3
301729,1
304870,3
301062,1
300299,1
304902,2
302601,2
302984,1
302167,3
300594,3
303861,3
303339,1
303457,3
304905,2
304052,1
303708,1
304821,3
300992,2
302937,1
302770,1
300171,2
304153,3
300040,1
300070,3
301577,3
301533,2
302488,3
303522,2
302364,1
303043,1
301452,3
300391,1
303900,3
302169,1
301838,3
303957,1
301462,2
300662,2
303488,1
303852,3
303406,1
301149,1
300192,3
303046,1
300388,2
303819,3
304222,1
302629,2
304882,1
302336,1
302485,3
304446,3
300145,1
300198,2
302859,1
303587,2
302995,2
300195,2
301784,3
302174,1
304751,2
300344,3
303888,3
301937,1
303316,1
301594,1
304537,1
303212,3
304804,2
302401,1
303850,2
302028,3
301675,1
304384,1
302936,3
304747,1
302402,2
302614,2
304106,3
302737,1
301249,3
301312,1
300889,3
304526,1
301258,1
302798,3
303351,1
303367,1
302039,1
303640,1
301343,2
301172,2
300690,2
302203,1
304519,3
301590,1
302429,2
303744,1
303068,1
302365,3
304962,1
302024,1
304457,1
302400,2
303906,3
302561,1
301736,3
301466,1
301878,2
301349,1
301806,3
302378,3
303635,1
303692,1
301866,2
303554,2
302845,3
304597,1
302486,2
300769,2
304429,2
304580,3
302088,1
304114,3
300071,1
300216,2
301444,1
301450,3
304349,1
301317,3
303461,1
303000,3
302154,3
302653,3
301901,2
304233,1
303977,1
303586,1
301337,1
301471,3
303975,3
302271,1
303331,3
300220,2
301128,1
302101,2
301104,1
301700,2
304388,3
300354,1
304274,1
301699,1
304444,3
303598,1
302885,1
304489,2
303688,3
301956,2
300356,1
304143,1
301314,1
304943,1
304692,3
301643,3
301177,2
304936,1
304750,2
302975,2
301261,1
301908,3
303672,3
301054,3
301895,2
303865,2
303151,1
303241,1
302396,2
304826,3
302714,3
302200,2
302268,3
302223,3
302529,2
304319,3
301107,1
304952,2
304045,3
302766,1
303171,3
301368,1
301648,1
303396,1
302870,2
302793,2
301928,2
300450,3
302151,2
301583,1
303636,1
304328,3
300212,3
304746,3
303938,2
300598,3
304696,1
304918,1
303030,1
301291,1
302869,2
303955,1
304929,1
302296,3
301429,1
303164,1
302148,1
302858,2
303256,3
301724,1
303160,3
300564,1
303615,1
304742,1
302170,2
304705,1
303833,1
304207,3
301933,1
301335,1
300741,1
302233,3
304898,3
301396,2
302474,3
300052,3
304620,3
303290,1
302783,1
303834,1
303190,2
304055,1
302922,1
304477,1
302883,2
302985,1
300228,2
302810,1
304611,1
304355,2
301215,2
300353,3
301718,3
304149,1
303299,1
304476,1
301214,2
300651,3
303667,1
300917,3
301682,3
303571,1
302538,3
301244,3
303231,3
301185,1
302649,2
300221,3
302788,3
300719,2
304500,1
302240,1
303374,1
303191,2
301255,1
300852,2
301711,2
302391,1
302743,3
304295,2
304978,1
303800,1
303595,2
301417,2
304969,1
302035,1
300947,2
301765,2
300128,1
301493,1
304202,3
303404,2
302564,2
300536,3
304907,3
300746,2
304365,1
300592,2
301421,1
301183,2
301481,1
302593,3
303202,1
300944,1
303818,1
304837,1
302827,3
300495,1
303758,2
304156,3
300836,2
300644,1
304332,2
302251,1
304331,3
300310,3
300055,1
304262,3
301513,1
304872,1
301993,3
304396,1
301436,2
300283,1
304834,2
304904,1
303828,1
302767,2
304900,3
301870,1
300507,1
301446,1
301464,2
304083,1
304392,3
304310,3
302107,1
302802,1
303146,3
301061,3
300621,2
303894,2
304772,2
300030,1
303140,1
302278,1
303233,2
303368,3
304416,1
303643,2
301240,1
303214,1
304556,1
303055,3
304632,3
301455,1
303968,3
303048,1
302090,1
301152,1
300513,3
302089,1
302729,1
303379,1
300679,1
301617,1
302988,3
300144,1
301713,3
300981,3
302866,3
300832,3
304381,3
303733,3
304576,3
303491,1
301633,2
303949,1
302998,2
301077,2
302331,3
300596,1
301534,3
300787,1
303469,1
302347,3
304172,2
304105,3
304190,2
300178,2
300561,3
303337,1
301778,1
304152,1
304372,3
303075,1
302165,2
303815,1
302567,1
304013,1
304764,3
304096,2
304450,3
304564,1
304808,1
301002,1
302723,1
302344,2
304693,1
303778,3
303084,1
303976,2
301387,1
304668,1
302579,1
302219,3
303296,1
300485,1
303966,1
300245,1
300472,2
302722,1
302318,2
301204,3
301636,3
300939,1
304186,2
301565,3
302677,2
300922,3
301127,3
301816,1
304456,1
303729,1
302670,2
302786,2
300796,2
302658,2
301553,1
301316,3
303948,2
304970,1
302927,1
304256,1
304264,2
304208,1
301259,1
304447,1
304740,2
303320,1
301579,1
300987,3
304612,2
302356,3
304072,3
300856,1
301053,1
303504,3
302129,2
301034,1
303103,3
301079,1
303311,1
302513,1
300389,1
302919,3
304380,1
304147,2
301683,1
304058,2
301545,1
303196,1
303387,2
303645,1
304484,2
301355,1
301839,2
303517,2
300633,3
303272,1
304787,2
301235,1
301459,2
302441,3
303763,2
302915,1
303111,1
300688,3
301702,3
301947,3
304621,1
304987,1
303564,1
302339,1
301912,1
301210,2
303512,3
304036,1
300261,1
301833,2
301650,1
302202,3
304038,1
301981,1
303859,1
302931,1
300247,3
303329,1
303107,1
302250,3
302879,3
300599,1
302856,3
301803,1
304161,1
300416,3
304316,2
303739,1
302136,2
301090,1
302321,1
304532,2
302962,2
303784,1
304465,1
301800,1
304762,3
302103,1
301320,1
301071,1
304260,1
300330,3
302710,1
302525,3
300204,1
301414,2
300214,2
302050,2
302706,1
304169,1
304100,3
302005,1
303257,2
300246,1
300115,3
303032,1
302294,3
300512,2
303801,1
301495,3
301560,1
303982,3
303102,1
301223,1
303682,2
300567,2
304263,1
303442,3
302137,1
300505,1
304938,3
304385,1
303723,3
301257,1
303045,1
302017,3
304423,2
304606,3
303917,2
304234,2
300504,1
300278,1
301840,1
303223,2
303427,3
303180,1
304510,2
304406,1
300948,2
303025,3
300116,1
300304,1
302971,3
302049,2
301200,2
300927,3
302956,3
301978,1
304680,2
300395,3
304733,2
300032,1
302543,3
302285,1
301999,3
302156,2
302197,3
301997,1
301671,3
304481,1
301357,3
304009,1
301939,3
303448,1
300715,2
301662,3
303656,2
303131,2
300968,3
303863,3
303407,1
300611,1
300748,3
300962,3
302974,3
304864,1
302815,1
303683,3
301970,1
303887,1
304306,1
304276,1
300555,3
302456,3
301156,2
301980,1
303913,1
303822,3
300766,1
301935,1
302892,3
302058,1
304701,3
304885,2
300099,1
301458,3
301315,1
302467,2
302466,1
303844,1
304638,1
301491,2
302012,1
300800,3
300231,2
300618,1
300814,2
303965,2
301369,1
303455,1
304517,2
301131,3
303035,3
304765,3
302687,1
303380,1
304176,1
303044,1
305000,1
300861,1
302465,1
303793,1
304136,2
300745,1
302418,1
303384,3
301941,1
301311,1
300206,1
303926,2
302166,1
303065,1
304995,3
302122,1
304288,2
304302,1
301276,2
302738,3
304506,2
301176,2
304386,2
302847,1
302070,3
301050,3
301242,1
304690,2
303624,2
300813,2
304636,1
303716,2
301029,1
302340,1
304515,1
300608,2
303307,1
301082,3
303824,1
303526,1
303947,2
300550,1
304452,1
301140,1
304815,2
301607,1
303754,1
300551,1
301138,1
304748,1
302473,3
304412,1
303996,1
303978,1
303089,3
301877,2
300779,2
303268,2
302825,3
301205,1
302212,1
303078,1
304267,1
303261,1
301561,3
304313,1
304026,1
301976,3
300945,1
300120,1
300492,1
301331,1
302707,1
303572,2
301815,1
303566,1
302537,2
304769,2
303901,1
301327,1
302366,3
304102,1
303271,3
303766,2
300073,1
301352,1
300869,2
303495,3
304209,3
303211,1
304110,3
300421,1
302138,1
300562,2
304238,1
302079,1
303022,1
301460,2
300659,3
301608,2
302415,2
300067,3
304886,1
302796,3
303555,3
303942,2
300079,1
300016,3
302308,3
304846,1
300535,1
300774,3
304458,1
303541,1
303220,1
301916,1
302986,1
300483,1
301612,1
304049,1
303928,1
301652,1
302943,2
302287,3
304656,3
302758,1
302112,3
300909,3
300975,2
304242,2
301400,1
301817,3
302586,1
301811,2
301443,1
303147,3
302086,1
303174,2
304626,2
300533,3
301047,1
300650,2
302880,1
304899,1
304085,2
301175,1
304220,3
301606,1
300392,1
300658,1
301664,1
303156,1
302147,3
303817,1
301478,2
303138,3
300019,1
300631,3
300675,3
304842,3
302461,2
300756,2
302307,2
304658,1
301990,3
301085,2
300282,1
301851,1
300346,1
304946,1
303128,1
302435,2
302288,1
301379,1
300259,2
303321,1
304682,3
303840,1
304178,3
302477,3
300102,1
302357,2
300257,3
301630,1
302317,1
303799,1
302076,1
304268,2
303042,1
301434,1
300720,2
303674,2
301088,1
302647,1
302335,1
303582,2
303017,2
304305,1
303262,1
304651,3
300510,2
302814,1
300995,1
301717,2
304133,2
302342,1
304579,1
301761,1
304453,3
301338,1
304648,1
304734,3
302381,1
303347,1
304117,3
300044,1
302875,3
300833,3
300465,3
300625,2
303371,3
304215,3
303910,1
302852,3
302266,3
300123,3
304029,3
300419,1
300784,1
304665,1
304002,1
303012,1
300137,1
301326,1
301383,2
300396,2
300170,2
302664,3
303031,1
301871,3
300786,1
304791,2
302390,3
303704,2
302025,2
303116,3
302507,3
302902,1
301024,2
303494,2
301526,2
303596,3
300157,1
302605,2
303016,1
302933,1
300872,1
302034,1
303874,1
302934,3
300978,2
303647,1
301706,1
301282,2
302326,1
302002,1
304792,1
304487,1
304988,3
304807,3
303525,1
304574,3
300950,1
300172,3
304855,3
301864,1
300664,2
304950,1
300185,1
300677,1
300808,1
303343,1
301525,1
301404,3
301154,3
303962,1
301073,1
301720,2
304073,1
302558,2
300569,2
304206,1
301548,3
301890,3
303867,1
301629,1
301167,3
303923,1
302026,1
300991,1
301972,2
303014,2
303061,3
302868,1
303284,3
301181,3
304534,1
302289,1
302237,1
303740,1
303990,1
301651,1
300197,3
300436,3
303617,3
303247,1
302231,2
300727,1
301588,1
302359,1
303591,2
303574,1
303752,1
302541,2
303935,3
300074,1
303285,3
304779,1
301869,1
301670,1
303707,3
300744,2
300028,2
303764,3
304982,2
302987,3
301988,1
300269,1
304300,1
303439,3
301710,3
300320,1
300057,1
303877,2
304057,1
302967,3
302045,1
304661,1
302230,1
300990,1
300387,1
300098,2
303654,3
301051,3
302712,1
303099,2
304860,2
302178,1
302210,3
301569,2
304961,3
304983,1
302215,2
302517,2
303757,1
300034,3
301823,1
300653,2
304363,1
302957,3
301674,1
300038,1
300241,1
301486,1
303943,2
300275,1
302617,1
303382,1
300194,1
300273,2
303375,3
300566,1
302844,3
303139,3
303472,1
304047,2
302509,3
303619,2
303999,1
300374,2
302996,2
302298,1
302514,1
302762,1
304297,1
303248,3
302265,1
302682,2
300382,1
304591,2
303562,1
304754,1
300585,1
302853,1
300327,1
300914,3
301973,1
300620,1
300468,2
302570,2
303172,1
304001,1
301593,2
300670,3
300867,1
303498,3
300725,2
303760,2
301705,2
300167,1
304539,2
301802,3
300139,3
301325,2
304615,3
304768,3
303709,2
302556,2
303830,1
302358,3
303027,1
300886,1
300667,2
304341,1
304906,2
302604,1
302091,1
303773,3
301482,1
304720,1
300291,1
302114,1
302899,3
300375,2
304559,1
302168,3
302362,1
301361,2
302044,2
300776,3
301192,1
302065,1
301049,1
302952,1
302920,1
302244,2
304021,1
301449,1
302004,1
300164,1
304974,1
300274,1
304838,1
302245,3
303381,3
300233,2
301044,2
300942,1
300617,1
300822,3
304016,1
303028,2
300422,2
301305,1
301274,1
303059,1
303697,1
301115,3
303460,1
302732,1
301465,1
300410,2
301161,1
304248,3
303464,1
304354,1
303883,1
301691,1
303115,1
300671,1
301902,3
303836,2
302299,1
300020,1
300058,3
302795,1
301226,3
304018,1
301306,3
300087,1
301014,3
301130,3
300234,3
303091,1
302502,2
301795,3
304103,1
301415,1
304831,3
302445,1
301752,2
302457,3
304583,3
304545,1
300474,3
304925,2
302589,3
301271,3
304015,1
301081,1
301072,3
302510,2
304470,2
304679,2
303680,1
300106,1
301783,2
301308,2
301949,1
303377,1
300229,1
300669,3
304188,1
302606,3
300001,1
302913,3
303018,2
303768,3
304012,3
301461,3
302279,1
302013,2
302370,1
304092,2
303959,1
302702,2
302549,2
304888,3
301927,1
302426,1
300770,1
304402,1
300636,3
304759,1
302979,2
304932,2
303010,1
304340,3
304725,1
302160,1
300866,3
303095,1
301740,3
303580,2
302450,1
300343,1
300114,3
304873,2
303058,1
300801,1
302504,1
302630,1
301615,2
301707,1
304891,1
302559,3
301635,1
301887,2
303726,1
301727,2
302304,3
300915,2
303361,3
303886,1
304741,1
303054,1
301762,3
304060,3
300223,1
302557,2
303832,2
302119,3
302206,3
302656,3
304272,2
300033,2
300692,1
302295,2
304101,1
300526,2
301585,2
301307,1
300329,3
303642,2
302622,1
302631,1
300018,2
304116,3
302273,2
300857,1
303899,3
301722,3
304479,1
304883,2
303413,3
301677,1
300938,2
304131,2
301883,1
300242,3
301510,2
303198,1
302890,1
303616,1
302126,1
301105,3
301822,1
302992,2
300488,1
304608,1
300133,1
300655,3
303937,2
304547,1
301558,1
300949,1
302955,2
304200,1
304600,2
300649,1
304794,1
301858,3
301647,2
301959,1
303428,2
303235,3
300188,3
304511,3
304227,3
301416,1
301744,1
301554,2
300588,1
303960,1
302261,1
302663,3
304430,3
303446,1
300501,1
300324,1
304795,1
300568,1
301431,1
300056,1
300877,3
300007,1
301059,2
302785,2
302742,3
301293,2
301159,2
302057,1
300176,3
303002,2
301075,1
301923,3
304020,1
302822,2
300697,1
303918,1
302751,2
304307,3
302252,3
303769,1
302476,1
304394,3
303812,1
304672,3
300335,2
302624,1
303183,3
304467,1
302597,2
303749,3
303912,1
303372,1
301984,2
302241,3
304017,1
300267,2
300337,1
300048,1
301194,2
301438,3
300222,1
300362,1
300097,1
303532,1
304508,3
302887,1
302846,2
304710,2
302327,2
301551,1
303292,2
303967,2
304270,3
303676,1
302382,2
303675,1
304282,1
303069,2
300286,1
303557,1
300211,2
302733,3
302181,2
301603,1
303535,3
300333,1
301006,2
301821,2
303919,3
302353,1
303040,2
302021,1
303969,2
304303,1
303334,1
300924,2
303080,1
303629,2
301907,1
304028,2
304239,1
304678,3
300082,1
302625,2
300583,1
300384,1
303254,2
304127,1
302667,1
302571,3
303858,1
300817,2
303218,3
301788,2
302188,1
302746,1
302055,3
300920,3
302495,2
302095,2
302423,1
304359,2
304418,1
303782,2
301336,2
304261,1
301087,1
304585,1
304482,3
304400,2
302064,2
304782,1
304034,2
303269,1
300762,2
301301,1
302460,3
303581,1
301238,1
303502,2
301178,1
301483,2
304911,2
304694,3
304914,3
301213,1
300758,1
301865,1
304184,1
302350,1
301039,3
302553,3
300458,1
302626,3
302361,2
300797,2
302458,3
300976,1
302646,2
303841,1
301531,1
304894,1
300503,2
301356,2
304507,2
303167,2
303878,1
304345,3
301819,3
302681,2
300713,1
302828,1
301441,2
302999,1
303278,2
303652,1
302527,3
300847,1
303964,2
301193,2
302371,1
300426,1
300771,1
304211,3
302211,1
302109,3
303145,1
302475,1
301253,1
300965,2
303795,1
304379,3
300406,2
301114,1
303364,1
302881,1
303597,2
301948,1
302104,1
303264,2
302782,1
302671,1
303864,3
301375,1
301199,2
302970,2
304584,2
301692,2
301448,1
303113,2
303081,2
303141,1
304541,1
303489,2
302818,2
303194,3
302048,3
302990,1
304329,3
300295,1
304736,2
301420,1
300919,1
300755,1
303317,1
302727,1
302001,3
301879,1
301037,2
304749,1
303798,1
